champion_i,champion_j,raw_winrate,shrinked_winrate,games,wins,shrinkage_amount,absolute_shrinkage
Viktor,Ryze,0.5514,0.5493989885158183,2470.0,1361.958,-0.0020010114841817472,0.0020010114841817472
Ryze,Viktor,0.44859999999999994,0.4505989885158182,2470.0,1108.042,0.0019989885158182563,0.0019989885158182563
Vex,Akshan,0.5186,0.5166036446791563,833.0,431.99379999999996,-0.0019963553208436347,0.0019963553208436347
Veigar,Cassiopeia,0.5124,0.5104054582434235,523.0,267.98519999999996,-0.001994541756576429,0.001994541756576429
Brand,Ekko,0.4925999999999999,0.4945929742855483,270.0,133.00199999999998,0.001992974285548399,0.001992974285548399
Fizz,Mel,0.5634,0.5614086029782269,3085.0,1738.089,-0.001991397021773089,0.001991397021773089
Akshan,Vex,0.4814,0.48339078294282195,833.0,401.0062,0.001990782942821956,0.001990782942821956
Mel,Fizz,0.43660000000000004,0.4385897646736744,3085.0,1346.911,0.0019897646736743435,0.0019897646736743435
Cassiopeia,Veigar,0.4876,0.4895861966061844,523.0,255.01479999999998,0.0019861966061844316,0.0019861966061844316
Fizz,Syndra,0.5483,0.5463178016758216,2338.0,1281.9254,-0.0019821983241784524,0.0019821983241784524
Veigar,Naafiri,0.5199,0.5179192847769909,906.0,471.0294,-0.001980715223009133,0.001980715223009133
Syndra,Fizz,0.4517,0.4536800658267649,2338.0,1056.0746,0.0019800658267649096,0.0019800658267649096
Hwei,Vex,0.5182,0.516223210938886,822.0,425.9604,-0.0019767890611139816,0.0019767890611139816
Naafiri,Veigar,0.48009999999999997,0.4820755472024383,906.0,434.9706,0.0019755472024383103,0.0019755472024383103
Vex,Hwei,0.4818,0.4837711502013589,822.0,396.0396,0.0019711502013589066,0.0019711502013589066
Akali,Smolder,0.5099,0.5079383408807371,406.0,207.01940000000002,-0.0019616591192629373,0.0019616591192629373
Fizz,Zoe,0.5288,0.5268403810235573,1371.0,724.9848000000001,-0.0019596189764427008,0.0019596189764427008
Zoe,Fizz,0.47119999999999995,0.47315608462654846,1371.0,646.0151999999999,0.0019560846265485043,0.0019560846265485043
Zed,Azir,0.5247999999999999,0.5228451972327975,1170.0,614.016,-0.0019548027672023904,0.0019548027672023904
Smolder,Akali,0.4901,0.4920513843589978,406.0,198.98059999999998,0.001951384358997832,0.001951384358997832
Brand,Yone,0.5109,0.508948929438666,460.0,235.014,-0.001951070561334034,0.001951070561334034
Zed,Ryze,0.5339,0.5319491089624226,1639.0,875.0621000000001,-0.0019508910375773958,0.0019508910375773958
Azir,Zed,0.4752,0.4771507090438212,1170.0,555.984,0.0019507090438211638,0.0019507090438211638
Ryze,Zed,0.4661,0.4680479013718533,1639.0,763.9379,0.0019479013718533,0.0019479013718533
Aurora,Yone,0.5326,0.5306568198246889,1579.0,840.9753999999999,-0.0019431801753110323,0.0019431801753110323
Yone,Brand,0.4891,0.49104178658152303,460.0,224.986,0.0019417865815230528,0.0019417865815230528
Swain,Sylas,0.5186,0.5166597921725551,860.0,445.996,-0.001940207827444862,0.001940207827444862
Yone,Aurora,0.46740000000000004,0.46934008367221736,1579.0,738.0246000000001,0.0019400836722173187,0.0019400836722173187
Malzahar,Naafiri,0.5268,0.5248631050437927,1285.0,676.9380000000001,-0.0019368949562073023,0.0019368949562073023
Sylas,Swain,0.4814,0.48333479217255515,860.0,414.004,0.0019347921725551553,0.0019347921725551553
Naafiri,Malzahar,0.4732,0.4751331411448757,1285.0,608.062,0.001933141144875694,0.001933141144875694
Twisted Fate,Annie,0.5171,0.5151735663505657,789.0,407.9919,-0.0019264336494343448,0.0019264336494343448
Viktor,Pantheon,0.5085999999999999,0.5066745546554753,348.0,176.9928,-0.0019254453445246567,0.0019254453445246567
Fizz,Yone,0.5407,0.538775331042369,2016.0,1090.0511999999999,-0.0019246689576309928,0.0019246689576309928
Yone,Fizz,0.4593,0.46122221194974145,2016.0,925.9488,0.0019222119497414591,0.0019222119497414591
Annie,Twisted Fate,0.4829,0.4848205854731754,789.0,381.0081,0.001920585473175418,0.001920585473175418
Anivia,Mel,0.5367000000000001,0.534780188439965,1813.0,973.0371000000001,-0.0019198115600350674,0.0019198115600350674
Akshan,Azir,0.5108,0.5088804973149874,464.0,237.0112,-0.0019195026850126196,0.0019195026850126196
Mel,Anivia,0.4633,0.4652170938241782,1813.0,839.9629,0.0019170938241782065,0.0019170938241782065
Pantheon,Viktor,0.49140000000000006,0.493313840369761,348.0,171.0072,0.001913840369760944,0.001913840369760944
Azir,Akshan,0.48919999999999997,0.49111028454902994,464.0,226.9888,0.0019102845490299725,0.0019102845490299725
Brand,Anivia,0.5079,0.5059901216521757,315.0,159.98850000000002,-0.0019098783478243009,0.0019098783478243009
Anivia,Brand,0.4920999999999999,0.4939973505678382,315.0,155.01149999999998,0.0018973505678382963,0.0018973505678382963
Lux,Qiyana,0.5144,0.5125043370376516,661.0,340.0184,-0.0018956629623483323,0.0018956629623483323
Ahri,Azir,0.5424,0.5405093585051929,2144.0,1162.9056,-0.0018906414948071104,0.0018906414948071104
Qiyana,Lux,0.48560000000000003,0.4874888311243797,661.0,320.9816,0.001888831124379653,0.001888831124379653
Azir,Ahri,0.4576,0.45948832463710026,2144.0,981.0944000000001,0.0018883246371002582,0.0018883246371002582
Lissandra,Orianna,0.5318999999999999,0.5300197882718802,1598.0,849.9761999999998,-0.0018802117281196962,0.0018802117281196962
Orianna,Lissandra,0.4681,0.469977149873765,1598.0,748.0238,0.0018771498737649717,0.0018771498737649717
LeBlanc,Orianna,0.5314,0.5295238211854644,1575.0,836.9549999999999,-0.0018761788145356117,0.0018761788145356117
Orianna,LeBlanc,0.46860000000000007,0.47047307491680773,1575.0,738.0450000000001,0.00187307491680766,0.00187307491680766
Fizz,Azir,0.5149,0.5130458391126124,705.0,363.0045,-0.001854160887387657,0.001854160887387657
Vel'Koz,Ziggs,0.5041,0.5022497779625691,123.0,62.0043,-0.0018502220374309042,0.0018502220374309042
Azir,Fizz,0.4851,0.4869477024666496,705.0,341.9955,0.0018477024666496145,0.0018477024666496145
Zoe,Qiyana,0.5123,0.510454791146187,568.0,290.9864,-0.0018452088538130074,0.0018452088538130074
Katarina,Pantheon,0.5142,0.5123548644431296,671.0,345.02819999999997,-0.0018451355568703809,0.0018451355568703809
Malzahar,Kassadin,0.5267000000000001,0.52485682792114,1350.0,711.0450000000001,-0.0018431720788600892,0.0018431720788600892
Kassadin,Malzahar,0.47330000000000005,0.4751395865418296,1350.0,638.955,0.0018395865418295299,0.0018395865418295299
Pantheon,Katarina,0.48580000000000007,0.48763839232899214,671.0,325.97180000000003,0.0018383923289920778,0.0018383923289920778
Qiyana,Zoe,0.48769999999999997,0.48953742587672594,568.0,277.0136,0.0018374258767259732,0.0018374258767259732
Lux,Irelia,0.5172,0.515369394777527,841.0,434.9652,-0.0018306052224730252,0.0018306052224730252
Irelia,Lux,0.4828,0.4846250802185472,841.0,406.0348,0.0018250802185472148,0.0018250802185472148
Malzahar,Cassiopeia,0.5136999999999999,0.5118891826987505,658.0,338.0146,-0.0018108173012494344,0.0018108173012494344
Cassiopeia,Malzahar,0.48630000000000007,0.48810395842434423,658.0,319.9854,0.0018039584243441653,0.0018039584243441653
Malzahar,LeBlanc,0.5559000000000001,0.5541046229488452,3015.0,1676.0385,-0.001795377051154845,0.001795377051154845
Xerath,Galio,0.5272,0.5254052738863895,1417.0,747.0424,-0.0017947261136105341,0.0017947261136105341
LeBlanc,Malzahar,0.44409999999999994,0.4458937080210763,3015.0,1338.9615,0.0017937080210763678,0.0017937080210763678
Syndra,Annie,0.5186,0.5168073151931211,939.0,486.96539999999993,-0.0017926848068788859,0.0017926848068788859
Akshan,Talon,0.5104,0.5086085918997473,482.0,246.01279999999997,-0.0017914081002526894,0.0017914081002526894
Galio,Xerath,0.47279999999999994,0.47459129893582913,1417.0,669.9576,0.0017912989358291886,0.0017912989358291886
Diana,Naafiri,0.5146000000000001,0.512809792516099,717.0,368.9682,-0.0017902074839010185,0.0017902074839010185
Kassadin,Annie,0.5099,0.5081115324065818,455.0,232.0045,-0.0017884675934182193,0.0017884675934182193
Annie,Syndra,0.4814,0.4831876809294061,939.0,452.0346,0.0017876809294061213,0.0017876809294061213
Anivia,Lux,0.5218,0.5200153724330767,1123.0,585.9814,-0.0017846275669233247,0.0017846275669233247
Naafiri,Diana,0.48539999999999994,0.48718384392368774,717.0,348.0318,0.0017838439236878,0.0017838439236878
Talon,Akshan,0.48960000000000004,0.49138247506125937,482.0,235.98720000000003,0.0017824750612593365,0.0017824750612593365
Lux,Anivia,0.4782,0.4799803765213842,1123.0,537.0186,0.001780376521384186,0.001780376521384186
Annie,Kassadin,0.4901,0.4918790999741494,455.0,222.9955,0.001779099974149434,0.001779099974149434
Yone,Talon,0.5215,0.5197297701362276,1116.0,581.9939999999999,-0.001770229863772399,0.001770229863772399
Lissandra,Ziggs,0.5075999999999999,0.5058306275769208,331.0,168.01559999999998,-0.001769372423079174,0.001769372423079174
Talon,Yone,0.4785000000000001,0.48026595434675406,1116.0,534.0060000000001,0.001765954346753973,0.001765954346753973
Ziggs,Lissandra,0.4924,0.4941573097114917,331.0,162.9844,0.0017573097114916836,0.0017573097114916836
Annie,Akali,0.5221,0.5203687014754718,1178.0,615.0338,-0.0017312985245282464,0.0017312985245282464
Viktor,Vladimir,0.5303,0.5285690642041397,1652.0,876.0556,-0.0017309357958602556,0.0017309357958602556
Vladimir,Viktor,0.4697,0.4714279683137288,1652.0,775.9444,0.0017279683137287893,0.0017279683137287893
Akali,Annie,0.4779,0.4796272304269584,1178.0,562.9662,0.0017272304269583816,0.0017272304269583816
Akali,Vel'Koz,0.5106,0.5088833610430581,519.0,265.00140000000005,-0.0017166389569419627,0.0017166389569419627
Talon,Xerath,0.5184000000000001,0.516690724012665,978.0,506.99520000000007,-0.0017092759873350571,0.0017092759873350571
Vel'Koz,Akali,0.4894,0.49110823987989166,519.0,253.9986,0.0017082398798916598,0.0017082398798916598
Akali,Veigar,0.4567,0.45840706133556325,2435.0,1112.0645,0.0017070613355632536,0.0017070613355632536
Xerath,Talon,0.4816,0.4833044531406799,978.0,471.0048,0.0017044531406799068,0.0017044531406799068
Veigar,Akali,0.5428999999999999,0.5412066668582457,2435.0,1321.9615,-0.0016933331417542385,0.0016933331417542385
Brand,Twisted Fate,0.508,0.5063067520794364,374.0,189.992,-0.0016932479205635786,0.0016932479205635786
Xerath,Syndra,0.5513,0.5496127549262502,2942.0,1621.9246,-0.0016872450737498434,0.0016872450737498434
Syndra,Xerath,0.4487,0.45038553599133885,2942.0,1320.0754,0.0016855359913388601,0.0016855359913388601
Twisted Fate,Brand,0.49200000000000005,0.49368227950559684,374.0,184.008,0.0016822795055967954,0.0016822795055967954
Naafiri,Viktor,0.5233,0.5216218708529877,1290.0,675.057,-0.001678129147012264,0.001678129147012264
Xerath,Orianna,0.5395,0.5378223261823654,2256.0,1217.1119999999999,-0.0016776738176346173,0.0016776738176346173
Orianna,Xerath,0.46049999999999996,0.4621754670991735,2256.0,1038.888,0.0016754670991735443,0.0016754670991735443
Viktor,Naafiri,0.4767,0.4783743888385992,1290.0,614.943,0.0016743888385991612,0.0016743888385991612
Anivia,Orianna,0.5226,0.5209375462789513,1261.0,658.9985999999999,-0.0016624537210486734,0.0016624537210486734
Orianna,Anivia,0.4774000000000001,0.4790586337146605,1261.0,602.0014000000001,0.0016586337146604069,0.0016586337146604069
Fizz,LeBlanc,0.5281,0.5264494134305474,1604.0,847.0724,-0.0016505865694526056,0.0016505865694526056
LeBlanc,Fizz,0.4719,0.47354753549627515,1604.0,756.9276,0.0016475354962751654,0.0016475354962751654
Twisted Fate,Ekko,0.5168,0.5151552301912541,923.0,477.00640000000004,-0.0016447698087459495,0.0016447698087459495
Ekko,Twisted Fate,0.4832,0.48483968766925994,923.0,445.9936,0.001639687669259926,0.001639687669259926
Ryze,Ekko,0.5145000000000001,0.512869697514762,791.0,406.96950000000004,-0.0016303024852380998,0.0016303024852380998
Ekko,Ryze,0.48550000000000004,0.4871244674361986,791.0,384.0305,0.00162446743619854,0.00162446743619854
Yasuo,Anivia,0.4611,0.46272042537959684,2299.0,1060.0689,0.0016204253795968349,0.0016204253795968349
Zed,Galio,0.5244,0.5227855918609734,1413.0,740.9771999999999,-0.0016144081390265796,0.0016144081390265796
Galio,Zed,0.4756000000000001,0.47721097190062983,1413.0,672.0228000000001,0.001610971900629754,0.001610971900629754
Lux,Talon,0.5125,0.5108920417017366,679.0,347.98749999999995,-0.0016079582982633234,0.0016079582982633234
Zed,Hwei,0.5245000000000001,0.5228927919303099,1426.0,747.9370000000001,-0.0016072080696901692,0.0016072080696901692
Anivia,Yasuo,0.5385,0.5368940810694676,2299.0,1238.0114999999998,-0.0016059189305324129,0.0016059189305324129
Veigar,LeBlanc,0.47579999999999995,0.4774051796053472,1406.0,668.9748,0.001605179605347229,0.001605179605347229
Syndra,Ekko,0.478,0.4796039419603305,1270.0,607.06,0.001603941960330535,0.001603941960330535
Hwei,Zed,0.4755,0.4771038011046218,1426.0,678.063,0.001603801104621827,0.001603801104621827
Talon,Lux,0.4875,0.4891012843204787,679.0,331.0125,0.0016012843204787353,0.0016012843204787353
Lux,Vex,0.5214,0.5198022374986225,1241.0,647.0573999999999,-0.0015977625013774421,0.0015977625013774421
Vex,Lux,0.47859999999999997,0.4801938855224853,1241.0,593.9426,0.0015938855224853499,0.0015938855224853499
Lux,Orianna,0.524,0.5224130782600085,1414.0,740.936,-0.0015869217399915314,0.0015869217399915314
Aurelion Sol,Syndra,0.5209,0.5193134954402221,1219.0,634.9771000000001,-0.0015865045597779348,0.0015865045597779348
Irelia,Jayce,0.5036999999999999,0.5021144701517144,135.0,67.99949999999998,-0.0015855298482855273,0.0015855298482855273
Lux,Sylas,0.5306000000000001,0.5290148035640025,1832.0,972.0592000000001,-0.0015851964359975268,0.0015851964359975268
Orianna,Lux,0.47600000000000003,0.4775834877712371,1414.0,673.0640000000001,0.0015834877712370687,0.0015834877712370687
Syndra,Aurelion Sol,0.47909999999999997,0.4806825629155821,1219.0,584.0228999999999,0.0015825629155821197,0.0015825629155821197
Sylas,Lux,0.4694,0.47098250542735653,1832.0,859.9408,0.0015825054273565509,0.0015825054273565509
LeBlanc,Irelia,0.5154,0.5138178466519516,875.0,450.97499999999997,-0.001582153348048343,0.001582153348048343
Aurelion Sol,Diana,0.5157,0.5141179079332525,894.0,461.03580000000005,-0.0015820920667475313,0.0015820920667475313
Diana,Aurelion Sol,0.4843,0.48587686165558647,894.0,432.9642,0.001576861655586459,0.001576861655586459
Irelia,LeBlanc,0.48460000000000003,0.48617682101092613,875.0,424.02500000000003,0.0015768210109260994,0.0015768210109260994
Akshan,Syndra,0.5183,0.5167242480530119,1063.0,550.9529,-0.0015757519469881132,0.0015757519469881132
Galio,Naafiri,0.5113,0.5097269451189623,620.0,317.006,-0.00157305488103765,0.00157305488103765
Syndra,Akshan,0.4817,0.4832712815869758,1063.0,512.0471,0.0015712815869757812,0.0015712815869757812
Ziggs,Ekko,0.5047999999999999,0.5032331184599119,208.0,104.99839999999998,-0.0015668815400879943,0.0015668815400879943
Naafiri,Galio,0.48869999999999997,0.49026583400785123,620.0,302.99399999999997,0.0015658340078512634,0.0015658340078512634
Jayce,Irelia,0.4963,0.49786340632192727,135.0,67.0005,0.001563406321927252,0.001563406321927252
LeBlanc,Veigar,0.5235,0.5219378489280563,1406.0,736.0409999999999,-0.0015621510719436849,0.0015621510719436849
Ekko,Syndra,0.5213,0.5197433580187246,1270.0,662.0509999999999,-0.001556641981275364,0.001556641981275364
Veigar,Sylas,0.5384,0.5368455503582739,2372.0,1277.0848,-0.00155444964172613,0.00155444964172613
Sylas,Veigar,0.46159999999999995,0.46315234647477865,2372.0,1094.9152,0.0015523464747786986,0.0015523464747786986
Ekko,Ziggs,0.49520000000000003,0.49675000157679516,208.0,103.00160000000001,0.0015500015767951347,0.0015500015767951347
Fizz,Ryze,0.5177,0.5161545775812144,1047.0,542.0319000000001,-0.0015454224187856358,0.0015454224187856358
Jayce,Zed,0.507,0.5054558252431932,355.0,179.985,-0.0015441747568067932,0.0015441747568067932
Ahri,Taliyah,0.523,0.52145876873203,1394.0,729.062,-0.0015412312679700113,0.0015412312679700113
Ryze,Fizz,0.48229999999999995,0.4838408896997845,1047.0,504.96809999999994,0.0015408896997845534,0.0015408896997845534
Taliyah,Ahri,0.4770000000000001,0.478537751329085,1394.0,664.9380000000001,0.001537751329084902,0.001537751329084902
Twisted Fate,Yone,0.5326,0.5310653812256128,2026.0,1079.0475999999999,-0.0015346187743872086,0.0015346187743872086
Morgana,Sylas,0.5056,0.504067031296057,267.0,134.9952,-0.0015329687039430384,0.0015329687039430384
Zed,Jayce,0.49299999999999994,0.4945327483201163,355.0,175.015,0.0015327483201163505,0.0015327483201163505
Yone,Twisted Fate,0.46740000000000004,0.4689321733234492,2026.0,946.9524000000001,0.0015321733234491819,0.0015321733234491819
Swain,Vel'Koz,0.5036,0.5020700442432612,137.0,68.9932,-0.0015299557567388655,0.0015299557567388655
Twisted Fate,Galio,0.5239,0.5223702049141002,1464.0,766.9896,-0.0015297950858997877,0.0015297950858997877
Jayce,Yasuo,0.5085999999999999,0.5070705682369732,464.0,235.99039999999997,-0.0015294317630267784,0.0015294317630267784
Yone,Veigar,0.4697,0.4712274472682406,1882.0,883.9754,0.0015274472682406115,0.0015274472682406115
Galio,Twisted Fate,0.4761,0.47762647089875504,1464.0,697.0104,0.0015264708987550168,0.0015264708987550168
Vladimir,Sylas,0.5232,0.5216759845706384,1424.0,745.0368,-0.001524015429361647,0.001524015429361647
Sylas,Vladimir,0.4768,0.4783206039932106,1424.0,678.9632,0.0015206039932105786,0.0015206039932105786
LeBlanc,Syndra,0.5262,0.524679652455451,1625.0,855.075,-0.0015203475445489945,0.0015203475445489945
Yasuo,Jayce,0.4914,0.49292021362704413,464.0,228.0096,0.0015202136270441313,0.0015202136270441313
Sylas,Morgana,0.49439999999999995,0.49591880241322317,267.0,132.0048,0.0015188024132232192,0.0015188024132232192
Syndra,LeBlanc,0.4738,0.4753173336148712,1625.0,769.925,0.001517333614871219,0.001517333614871219
Vel'Koz,Swain,0.4964,0.4979080189268055,137.0,68.0068,0.0015080189268054656,0.0015080189268054656
Sion,Azir,0.5047,0.5031949060052641,214.0,108.00580000000001,-0.0015050939947359732,0.0015050939947359732
Veigar,Yone,0.5297999999999999,0.5282951566527007,1882.0,997.0835999999999,-0.0015048433472992784,0.0015048433472992784
Lux,Akshan,0.5133,0.5118010129197446,789.0,404.9937,-0.0014989870802554206,0.0014989870802554206
Malzahar,Swain,0.5127,0.5112010606427008,749.0,384.01230000000004,-0.0014989393572992782,0.0014989393572992782
Akshan,Lux,0.4867,0.48819313890399657,789.0,384.0063,0.0014931389039965492,0.0014931389039965492
Swain,Malzahar,0.48729999999999996,0.48879281564858995,749.0,364.98769999999996,0.0014928156485899957,0.0014928156485899957
Azir,Sion,0.4953,0.4967885365785124,214.0,105.9942,0.0014885365785123894,0.0014885365785123894
Hwei,Mel,0.5301,0.528613030841882,1926.0,1020.9726,-0.0014869691581179678,0.0014869691581179678
Lissandra,Akshan,0.5171,0.5156133684771292,1052.0,543.9892,-0.0014866315228707627,0.0014866315228707627
Mel,Hwei,0.46990000000000004,0.4713844030037774,1926.0,905.0274000000001,0.0014844030037773348,0.0014844030037773348
