champion_i,champion_j,raw_winrate,shrinked_winrate,games,wins,shrinkage_amount,absolute_shrinkage
Zoe,Xerath,0.48680000000000007,0.4875459798899507,1666.0,811.0088000000001,0.0007459798899506209,0.0007459798899506209
Zoe,Aurora,0.509,0.5082540499881428,1110.0,564.99,-0.0007459500118571771,0.0007459500118571771
Lissandra,Ekko,0.51,0.5092567831620851,1249.0,636.99,-0.0007432168379148951,0.0007432168379148951
Ekko,Lissandra,0.49,0.4907393628507434,1249.0,612.01,0.0007393628507433858,0.0007393628507433858
Kassadin,Naafiri,0.4953000000000001,0.49603838939281664,533.0,263.99490000000003,0.000738389392816563,0.000738389392816563
Zed,Orianna,0.5162,0.515463124652885,2102.0,1085.0524,-0.0007368753471149736,0.0007368753471149736
Yone,Kassadin,0.5117,0.5109648278906915,1495.0,764.9915000000001,-0.0007351721093085128,0.0007351721093085128
Orianna,Zed,0.4838,0.48453451429866157,2102.0,1016.9476,0.0007345142986615594,0.0007345142986615594
Syndra,Akali,0.5166,0.5158662844155573,2166.0,1118.9555999999998,-0.0007337155844426846,0.0007337155844426846
Akali,Syndra,0.4834000000000001,0.4841314212205,2166.0,1047.0444000000002,0.000731421220499906,0.000731421220499906
Diana,Mel,0.5146999999999999,0.5139756519850727,1933.0,994.9150999999998,-0.0007243480149272674,0.0007243480149272674
Akali,Malzahar,0.4742,0.4749229734882617,3465.0,1643.103,0.000722973488261669,0.000722973488261669
Mel,Diana,0.4853,0.4860217906963369,1933.0,938.0849000000001,0.000721790696336877,0.000721790696336877
Malzahar,Akali,0.5255,0.5247839833059335,3465.0,1820.8574999999998,-0.0007160166940665125,0.0007160166940665125
Katarina,Aurora,0.512,0.5112867144043018,1586.0,812.032,-0.0007132855956981654,0.0007132855956981654
Annie,Zed,0.5096,0.5088869633227059,1250.0,637.0000000000001,-0.0007130366772941654,0.0007130366772941654
Aurora,Katarina,0.488,0.4887102019487858,1586.0,773.968,0.0007102019487857936,0.0007102019487857936
Zed,Annie,0.4904,0.49110918554492805,1250.0,613.0,0.0007091855449280482,0.0007091855449280482
Anivia,Akali,0.511,0.5102922981294306,1458.0,745.038,-0.0007077018705694549,0.0007077018705694549
Akali,Anivia,0.489,0.48970436488167707,1458.0,712.962,0.0007043648816770776,0.0007043648816770776
Yasuo,Syndra,0.518,0.5172977796983455,2467.0,1277.906,-0.0007022203016545658,0.0007022203016545658
Yasuo,Qiyana,0.5106,0.5098990768375019,1416.0,723.0096000000001,-0.000700923162498146,0.000700923162498146
Syndra,Yasuo,0.48200000000000004,0.48270019496908956,2467.0,1189.094,0.0007001949690895182,0.0007001949690895182
Akali,Hwei,0.5114,0.5107003064823349,1533.0,783.9762,-0.0006996935176650787,0.0006996935176650787
Ahri,Cassiopeia,0.5089,0.5082021114039507,1179.0,599.9931,-0.0006978885960493564,0.0006978885960493564
Qiyana,Yasuo,0.4894,0.49009749372404543,1416.0,692.9904,0.0006974937240454282,0.0006974937240454282
Hwei,Akali,0.4886,0.48929650978913214,1533.0,749.0237999999999,0.0006965097891321603,0.0006965097891321603
Annie,Lux,0.5068,0.5061048884782616,882.0,446.99760000000003,-0.0006951115217384007,0.0006951115217384007
Cassiopeia,Ahri,0.4911,0.49179382367916563,1179.0,579.0069,0.0006938236791656505,0.0006938236791656505
Aurelion Sol,Twisted Fate,0.5078,0.5071074340580999,1030.0,523.034,-0.0006925659419001473,0.0006925659419001473
Vex,Zoe,0.5068,0.5061077084032991,886.0,449.0248,-0.0006922915967009224,0.0006922915967009224
Kassadin,Ekko,0.5049,0.5042081467495125,612.0,308.9988,-0.0006918532504874841,0.0006918532504874841
Lux,Annie,0.4932,0.49388981719516595,882.0,435.0024,0.0006898171951659204,0.0006898171951659204
Twisted Fate,Aurelion Sol,0.49219999999999997,0.4928879650315512,1030.0,506.96599999999995,0.0006879650315512187,0.0006879650315512187
Zoe,Vex,0.4932,0.49388701874812674,886.0,436.97520000000003,0.0006870187481267109,0.0006870187481267109
Lissandra,Vex,0.5082,0.5075133559980408,1098.0,558.0036,-0.0006866440019591691,0.0006866440019591691
Xerath,Viktor,0.5378000000000001,0.5371147464647923,5420.0,2914.876,-0.0006852535352077638,0.0006852535352077638
Ekko,Kassadin,0.4951,0.49578455124389453,612.0,303.0012,0.0006845512438945489,0.0006845512438945489
Viktor,Xerath,0.46219999999999994,0.46288431168218347,5420.0,2505.124,0.0006843116821835249,0.0006843116821835249
Vex,Lissandra,0.4918,0.49248230424511924,1098.0,539.9964,0.0006823042451192252,0.0006823042451192252
Diana,Zed,0.5181,0.5174198500884251,2565.0,1328.9265,-0.0006801499115749454,0.0006801499115749454
Zed,Diana,0.4819,0.48257819905653015,2565.0,1236.0735,0.0006781990565301599,0.0006781990565301599
Mel,Zoe,0.5169,0.5162226892699692,2399.0,1240.0431,-0.0006773107300308556,0.0006773107300308556
Zed,Veigar,0.5172,0.5165239405359705,2448.0,1266.1056,-0.0006760594640294881,0.0006760594640294881
Zoe,Mel,0.48310000000000003,0.48377523028637576,2399.0,1158.9569000000001,0.0006752302863757276,0.0006752302863757276
Aurora,Annie,0.5052,0.5045256780460038,675.0,341.01,-0.0006743219539961931,0.0006743219539961931
Veigar,Zed,0.48279999999999995,0.48347401902890613,2448.0,1181.8944,0.0006740190289061809,0.0006740190289061809
Zoe,Syndra,0.51,0.5093316003237686,1400.0,714.0,-0.0006683996762314459,0.0006683996762314459
Annie,Aurora,0.4947999999999999,0.4954676135298747,675.0,333.98999999999995,0.0006676135298747665,0.0006676135298747665
LeBlanc,Aurora,0.5089,0.5082328852658093,1238.0,630.0182,-0.0006671147341906769,0.0006671147341906769
Syndra,Zoe,0.49,0.4906649336571019,1400.0,686.0,0.0006649336571019071,0.0006649336571019071
Vex,Yasuo,0.522,0.5213365664113413,3220.0,1680.8400000000001,-0.0006634335886587239,0.0006634335886587239
Aurora,LeBlanc,0.49110000000000004,0.49176322906252085,1238.0,607.9818,0.0006632290625208093,0.0006632290625208093
Swain,Anivia,0.5029,0.5022380101485361,342.0,171.9918,-0.0006619898514639289,0.0006619898514639289
Yasuo,Vex,0.478,0.4786618676161605,3220.0,1539.1599999999999,0.0006618676161604942,0.0006618676161604942
Fizz,Talon,0.5071,0.5064401856348637,980.0,496.95799999999997,-0.0006598143651362909,0.0006598143651362909
Fizz,Lux,0.5121,0.5114416940747302,1742.0,892.0782,-0.0006583059252698309,0.0006583059252698309
Katarina,Zoe,0.5126,0.5119423960862775,1820.0,932.9319999999999,-0.0006576039137224932,0.0006576039137224932
Lux,Fizz,0.4879,0.48855548343412203,1742.0,849.9218,0.0006554834341220284,0.0006554834341220284
Talon,Fizz,0.4929,0.4935550004496786,980.0,483.04200000000003,0.0006550004496785888,0.0006550004496785888
Zoe,Katarina,0.4874,0.4880548960862775,1820.0,887.068,0.0006548960862775011,0.0006548960862775011
Anivia,Twisted Fate,0.5088,0.5081491154023989,1256.0,639.0528,-0.000650884597601098,0.000650884597601098
Anivia,Swain,0.4971,0.49775022734310614,342.0,170.0082,0.0006502273431061578,0.0006502273431061578
Ekko,Hwei,0.5054,0.5047525065461251,738.0,372.98519999999996,-0.0006474934538748256,0.0006474934538748256
Twisted Fate,Anivia,0.49119999999999997,0.49184705050564365,1256.0,616.9472,0.0006470505056436759,0.0006470505056436759
Diana,Xerath,0.5105,0.5098542334267808,1530.0,781.0649999999999,-0.0006457665732191309,0.0006457665732191309
Xerath,Diana,0.48950000000000005,0.49014257698506314,1530.0,748.9350000000001,0.0006425769850630925,0.0006425769850630925
Hwei,Ekko,0.4946,0.4952412893623543,738.0,365.0148,0.0006412893623543026,0.0006412893623543026
Katarina,LeBlanc,0.5154,0.5147596515091958,2309.0,1190.0585999999998,-0.0006403484908041879,0.0006403484908041879
Vladimir,Syndra,0.4932,0.4938384547461385,961.0,473.96520000000004,0.0006384547461384948,0.0006384547461384948
LeBlanc,Katarina,0.4846000000000001,0.48523819032198134,2309.0,1118.9414000000002,0.0006381903219812579,0.0006381903219812579
Lissandra,Katarina,0.523,0.5223689779352296,3549.0,1856.1270000000002,-0.0006310220647703924,0.0006310220647703924
Qiyana,Mel,0.5067,0.5060696349443795,967.0,489.9789,-0.0006303650556205298,0.0006303650556205298
Katarina,Lissandra,0.47700000000000004,0.47762959728299614,3549.0,1692.873,0.0006295972829961083,0.0006295972829961083
Mel,Qiyana,0.4933,0.49392549248889683,967.0,477.0211,0.0006254924888968172,0.0006254924888968172
Lissandra,Anivia,0.5082,0.5075796383753037,1226.0,623.0532,-0.0006203616246962529,0.0006203616246962529
Kassadin,Ryze,0.5046,0.5039798934124035,646.0,325.9716,-0.0006201065875965917,0.0006201065875965917
Anivia,Lissandra,0.49180000000000007,0.4924164407885769,1226.0,602.9468,0.0006164407885768108,0.0006164407885768108
Katarina,Kassadin,0.5114,0.5107843752616664,1756.0,898.0183999999999,-0.0006156247383335423,0.0006156247383335423
Yasuo,Sylas,0.5301,0.5294855599603616,4803.0,2546.0703,-0.0006144400396383976,0.0006144400396383976
Sylas,Yasuo,0.46990000000000004,0.4705133796625848,4803.0,2256.9297,0.0006133796625847343,0.0006133796625847343
Ryze,Kassadin,0.49539999999999995,0.4960131373802318,646.0,320.0284,0.0006131373802318318,0.0006131373802318318
Kassadin,Katarina,0.4886,0.4892128235375285,1756.0,857.9816,0.0006128235375285063,0.0006128235375285063
Anivia,Syndra,0.5088,0.5081954797846938,1360.0,691.9680000000001,-0.0006045202153062146,0.0006045202153062146
Syndra,Vex,0.5088,0.508197131479271,1364.0,694.0032,-0.0006028685207289941,0.0006028685207289941
Syndra,Anivia,0.49119999999999997,0.4918009592367485,1360.0,668.0319999999999,0.0006009592367485217,0.0006009592367485217
Vex,Syndra,0.4912,0.4917993172716208,1364.0,669.9968,0.0005993172716207695,0.0005993172716207695
Azir,Orianna,0.5072,0.5066018215940834,1108.0,561.9775999999999,-0.0005981784059165829,0.0005981784059165829
Qiyana,Talon,0.5033,0.5027028734033265,457.0,230.00809999999998,-0.0005971265966734363,0.0005971265966734363
LeBlanc,Ekko,0.506,0.5054039569591028,911.0,460.966,-0.0005960430408972206,0.0005960430408972206
Akali,Viktor,0.5227,0.5221046110782429,3717.0,1942.8759000000002,-0.0005953889217571451,0.0005953889217571451
Viktor,Akali,0.47729999999999995,0.4778940268497911,3717.0,1774.1240999999998,0.0005940268497911516,0.0005940268497911516
Orianna,Azir,0.49280000000000007,0.493393874574216,1108.0,546.0224000000001,0.0005938745742159468,0.0005938745742159468
Ekko,LeBlanc,0.494,0.49459090057928085,911.0,450.034,0.0005909005792808508,0.0005909005792808508
Vel'Koz,Mel,0.5045000000000001,0.5039091390152127,666.0,335.997,-0.0005908609847873336,0.0005908609847873336
Talon,Qiyana,0.49670000000000003,0.49728779261338046,457.0,226.99190000000002,0.0005877926133804334,0.0005877926133804334
LeBlanc,Qiyana,0.5045000000000001,0.5039152461054948,674.0,340.033,-0.0005847538945052966,0.0005847538945052966
Mel,Vel'Koz,0.4955,0.4960840737410612,666.0,330.003,0.0005840737410612307,0.0005840737410612307
LeBlanc,Sylas,0.5135000000000001,0.5129184868811922,2226.0,1143.0510000000002,-0.0005815131188078304,0.0005815131188078304
Sylas,LeBlanc,0.48650000000000004,0.4870792779388018,2226.0,1082.949,0.0005792779388017477,0.0005792779388017477
Qiyana,LeBlanc,0.4955,0.49607803680316914,674.0,333.967,0.0005780368031691463,0.0005780368031691463
Katarina,Morgana,0.502,0.5014227934064185,251.0,126.002,-0.000577206593581514,0.000577206593581514
Viktor,Swain,0.5041,0.5035245473997948,617.0,311.0297,-0.0005754526002051952,0.0005754526002051952
Ryze,Sylas,0.5136999999999999,0.513125930776099,2291.0,1176.8866999999998,-0.0005740692239009082,0.0005740692239009082
Sylas,Ryze,0.4863,0.4868718948078849,2291.0,1114.1133,0.0005718948078848873,0.0005718948078848873
Lux,Mel,0.5145000000000001,0.5139292339825748,2445.0,1257.9525,-0.0005707660174252283,0.0005707660174252283
Twisted Fate,Nasus,0.502,0.5014292971426842,255.0,128.01,-0.0005707028573157524,0.0005707028573157524
Mel,Lux,0.48549999999999993,0.4860687231770738,2445.0,1187.0475,0.0005687231770738488,0.0005687231770738488
Swain,Viktor,0.4959,0.49646820151416027,617.0,305.9703,0.0005682015141602603,0.0005682015141602603
Sylas,Fizz,0.5164,0.5158331954746904,2798.0,1444.8872,-0.0005668045253095499,0.0005668045253095499
Fizz,Sylas,0.4836,0.4841650105195489,2798.0,1353.1127999999999,0.0005650105195489363,0.0005650105195489363
Morgana,Katarina,0.498,0.4985623945460197,251.0,124.998,0.0005623945460196955,0.0005623945460196955
Twisted Fate,Mel,0.5149,0.5143432676186696,2581.0,1328.9569000000001,-0.0005567323813304714,0.0005567323813304714
Nasus,Twisted Fate,0.498,0.4985560577060645,255.0,126.99,0.0005560577060644833,0.0005560577060644833
Mel,Twisted Fate,0.4851,0.48565479316883725,2581.0,1252.0430999999999,0.0005547931688372754,0.0005547931688372754
Malzahar,Aurelion Sol,0.48499999999999993,0.4855529543890889,2608.0,1264.8799999999999,0.0005529543890889776,0.0005529543890889776
Ahri,Aurora,0.5225,0.5219495113601302,3992.0,2085.8199999999997,-0.0005504886398697284,0.0005504886398697284
Kassadin,Yasuo,0.5101,0.5095499731046458,1741.0,888.0841,-0.0005500268953542164,0.0005500268953542164
Akali,Lux,0.4886,0.48914973440582543,1969.0,962.0534,0.0005497344058254527,0.0005497344058254527
Aurora,Ahri,0.4775,0.47804921810499823,3992.0,1906.1799999999998,0.0005492181049982503,0.0005492181049982503
Yasuo,Kassadin,0.4899,0.490447202871077,1741.0,852.9159,0.0005472028710770127,0.0005472028710770127
Sylas,Mel,0.5182,0.5176543115226506,3240.0,1678.968,-0.0005456884773493709,0.0005456884773493709
Mel,Sylas,0.48179999999999995,0.482344131881932,3240.0,1561.032,0.0005441318819320307,0.0005441318819320307
Anivia,Cassiopeia,0.5025999999999999,0.5020596717811787,386.0,194.00359999999998,-0.0005403282188212177,0.0005403282188212177
Aurelion Sol,Malzahar,0.5146000000000001,0.5140598967819988,2608.0,1342.0768,-0.0005401032180012422,0.0005401032180012422
Syndra,Vladimir,0.5057,0.5051603209101346,961.0,485.9777,-0.000539679089865408,0.000539679089865408
Xerath,Akali,0.4861,0.4866379606380972,2479.0,1205.0419,0.0005379606380972457,0.0005379606380972457
Lissandra,Zoe,0.5068,0.5062658845740633,1178.0,597.0104,-0.000534115425936732,0.000534115425936732
Zoe,Lissandra,0.49319999999999997,0.4937300473283669,1178.0,580.9896,0.0005300473283669227,0.0005300473283669227
Cassiopeia,Anivia,0.4974,0.49792963062891543,386.0,191.9964,0.0005296306289154229,0.0005296306289154229
Lux,Akali,0.5109,0.5103719190360817,1969.0,1005.9621000000001,-0.0005280809639183204,0.0005280809639183204
Xerath,Zed,0.5159,0.5153721247880851,2917.0,1504.8803,-0.0005278752119148855,0.0005278752119148855
Zed,Xerath,0.4841,0.48462615196740233,2917.0,1412.1197,0.0005261519674023551,0.0005261519674023551
Fizz,Malphite,0.5019,0.5013752056829779,267.0,134.00730000000001,-0.0005247943170221259,0.0005247943170221259
Zed,Aurora,0.5091,0.5085761196817754,1642.0,835.9422,-0.0005238803182245899,0.0005238803182245899
Sylas,Ekko,0.511,0.5104764484737193,2006.0,1025.066,-0.0005235515262806967,0.0005235515262806967
Anivia,Zoe,0.5051,0.5045785355906947,883.0,446.00329999999997,-0.0005214644093053389,0.0005214644093053389
Ekko,Sylas,0.489,0.489521082851687,2006.0,980.934,0.0005210828516870047,0.0005210828516870047
Aurora,Zed,0.4909,0.4914208958011785,1642.0,806.0578,0.0005208958011784781,0.0005208958011784781
Zoe,Anivia,0.49490000000000006,0.4954161754686195,883.0,436.99670000000003,0.0005161754686194286,0.0005161754686194286
Malzahar,Syndra,0.515,0.514488737831117,2839.0,1462.085,-0.0005112621688829755,0.0005112621688829755
Malphite,Fizz,0.49810000000000004,0.49861062802630224,267.0,132.9927,0.0005106280263021956,0.0005106280263021956
Syndra,Malzahar,0.485,0.48550949319008263,2839.0,1376.915,0.0005094931900826438,0.0005094931900826438
Akali,Xerath,0.5131,0.5125910432282484,2479.0,1271.9749,-0.0005089567717515564,0.0005089567717515564
Vex,Fizz,0.507,0.5064923413913677,1284.0,650.988,-0.0005076586086323331,0.0005076586086323331
Zed,Lux,0.4874,0.4879053860472881,2388.0,1163.9112,0.0005053860472881144,0.0005053860472881144
Xerath,Swain,0.5025,0.5019948009713058,400.0,200.99999999999997,-0.0005051990286941699,0.0005051990286941699
Xerath,Yasuo,0.5167,0.5161948355438396,3211.0,1659.1237,-0.0005051644561604451,0.0005051644561604451
Fizz,Vex,0.49299999999999994,0.49350390208500927,1284.0,633.012,0.0005039020850093334,0.0005039020850093334
Yasuo,Xerath,0.48330000000000006,0.4838035942270169,3211.0,1551.8763000000001,0.0005035942270168459,0.0005035942270168459
Fizz,Zed,0.517,0.5164971649396494,3286.0,1698.862,-0.0005028350603506482,0.0005028350603506482
Zed,Fizz,0.483,0.4835012996118289,3286.0,1587.138,0.0005012996118289315,0.0005012996118289315
Ekko,Mel,0.5078,0.5073049971446255,1481.0,752.0518000000001,-0.0004950028553745156,0.0004950028553745156
Fizz,Katarina,0.5153,0.5148059318135567,3002.0,1546.9306,-0.0004940681864432639,0.0004940681864432639
Katarina,Fizz,0.48469999999999996,0.4851923921617191,3002.0,1455.0693999999999,0.0004923921617191462,0.0004923921617191462
Katarina,Ryze,0.5079,0.5074077021650018,1510.0,766.929,-0.0004922978349982676,0.0004922978349982676
Mel,Ekko,0.49219999999999997,0.49269171441217763,1481.0,728.9481999999999,0.0004917144121776573,0.0004917144121776573
Malzahar,Lux,0.4853,0.4857906053111511,2891.0,1403.0023,0.0004906053111510822,0.0004906053111510822
Ryze,Katarina,0.49210000000000004,0.49258906862462914,1510.0,743.071,0.0004890686246291076,0.0004890686246291076
Twisted Fate,Katarina,0.5106,0.510112569030116,2080.0,1062.048,-0.00048743096988401735,0.00048743096988401735
Lux,Zed,0.5121,0.5116126207739763,2388.0,1222.8948,-0.00048737922602370976,0.00048737922602370976
Katarina,Twisted Fate,0.4894,0.4898850460943362,2080.0,1017.952,0.0004850460943361945,0.0004850460943361945
Katarina,Mel,0.5151,0.514615658176642,3023.0,1557.1473,-0.00048434182335799214,0.00048434182335799214
Mel,Katarina,0.4849,0.4853826770687329,3023.0,1465.8527,0.0004826770687328952,0.0004826770687328952
Lux,Malzahar,0.5144,0.5139176865548822,2891.0,1487.1304,-0.00048231344511773244,0.00048231344511773244
Vladimir,Brand,0.5018,0.5013182070861555,279.0,140.00220000000002,-0.0004817929138445365,0.0004817929138445365
Aurora,Sylas,0.5091,0.5086219489186238,1809.0,920.9619,-0.00047805108137621843,0.00047805108137621843
Ahri,Aurelion Sol,0.5122,0.5117231671160892,2464.0,1262.0608,-0.0004768328839107605,0.0004768328839107605
Hwei,Lissandra,0.5068,0.5063233243614895,1332.0,675.0576000000001,-0.0004766756385105042,0.0004766756385105042
Irelia,Lissandra,0.5058,0.505323630814107,1123.0,568.0134,-0.0004763691858929997,0.0004763691858929997
Sylas,Aurora,0.49090000000000006,0.49137532765094444,1809.0,888.0381000000001,0.00047532765094437934,0.00047532765094437934
Aurelion Sol,Ahri,0.4878,0.48827480518161187,2464.0,1201.9392,0.00047480518161185925,0.00047480518161185925
Lissandra,Hwei,0.4932,0.49367304503188053,1332.0,656.9424,0.0004730450318805035,0.0004730450318805035
Lissandra,Irelia,0.4942000000000001,0.494672118140354,1123.0,554.9866000000001,0.0004721181403539165,0.0004721181403539165
Brand,Vladimir,0.4981999999999999,0.49866807516003403,279.0,138.99779999999998,0.0004680751600341093,0.0004680751600341093
Lux,Syndra,0.5094,0.5089329041058736,1918.0,977.0292,-0.0004670958941264125,0.0004670958941264125
Lux,Twisted Fate,0.5063,0.5058348532982742,1260.0,637.938,-0.00046514670172581596,0.00046514670172581596
Syndra,Lux,0.49060000000000004,0.4910645195667259,1918.0,940.9708,0.000464519566725885,0.000464519566725885
Ryze,Mel,0.5077,0.507236254793309,1566.0,795.0582,-0.00046374520669101305,0.00046374520669101305
Syndra,Hwei,0.5077,0.507236254793309,1566.0,795.0582,-0.00046374520669101305,0.00046374520669101305
Twisted Fate,Lux,0.4937,0.49416132388650946,1260.0,622.062,0.0004613238865094349,0.0004613238865094349
Lissandra,Veigar,0.5096,0.5091389849069219,1988.0,1013.0848000000001,-0.00046101509307816535,0.00046101509307816535
Katarina,Xerath,0.5119,0.511439002893565,2487.0,1273.0953,-0.0004609971064349905,0.0004609971064349905
Hwei,Syndra,0.49229999999999996,0.49276062454120817,1566.0,770.9418,0.00046062454120820995,0.00046062454120820995
Mel,Ryze,0.49229999999999996,0.49276062454120817,1566.0,770.9418,0.00046062454120820995,0.00046062454120820995
Irelia,Katarina,0.5075,0.5070402568635631,1537.0,780.0274999999999,-0.00045974313643681874,0.00045974313643681874
Zed,Aurelion Sol,0.5061,0.5056404354731079,1233.0,624.0213,-0.0004595645268921089,0.0004595645268921089
Xerath,Katarina,0.48810000000000003,0.4885589874316401,2487.0,1213.9047,0.0004589874316400788,0.0004589874316400788
Veigar,Lissandra,0.4904,0.490858525136807,1988.0,974.9152,0.0004585251368069976,0.0004585251368069976
Katarina,Irelia,0.4925,0.4929565671873261,1537.0,756.9725,0.0004565671873261179,0.0004565671873261179
Zed,Malzahar,0.4817,0.48215650774060775,3903.0,1880.0751,0.0004565077406077367,0.0004565077406077367
Aurelion Sol,Zed,0.4939,0.49435566428030975,1233.0,608.9787,0.00045566428030974215,0.00045566428030974215
Malzahar,Zed,0.5181,0.5176471897291164,3903.0,2022.1443,-0.000452810270883619,0.000452810270883619
Kassadin,Viktor,0.5074000000000001,0.5069485717238011,1545.0,783.9330000000001,-0.00045142827619892856,0.00045142827619892856
Viktor,Kassadin,0.4926,0.4930482677724334,1545.0,761.067,0.0004482677724333972,0.0004482677724333972
Kassadin,Aurora,0.5032,0.5027519451189624,620.0,311.984,-0.00044805488103760727,0.00044805488103760727
Ekko,Xerath,0.5058,0.5053525349352174,1202.0,607.9716000000001,-0.00044746506478265946,0.00044746506478265946
Xerath,Ekko,0.49420000000000003,0.49464347195518654,1202.0,594.0284,0.00044347195518651406,0.00044347195518651406
Aurora,Kassadin,0.4968,0.4972408340078513,620.0,308.016,0.00044083400785127624,0.00044083400785127624
Yasuo,Katarina,0.5206000000000001,0.5201624523728581,4614.0,2402.0484,-0.0004375476271419876,0.0004375476271419876
Yone,Nasus,0.5017,0.5012630392041847,295.0,148.00150000000002,-0.0004369607958153443,0.0004369607958153443
Aurora,Lissandra,0.5061,0.5056630531281404,1302.0,658.9422,-0.00043694687185957815,0.00043694687185957815
Katarina,Yasuo,0.4794,0.4798364447360316,4614.0,2211.9516,0.00043644473603160483,0.00043644473603160483
Lissandra,Aurora,0.4939,0.4943332385774985,1302.0,643.0578,0.0004332385774984959,0.0004332385774984959
Zed,Lissandra,0.48200000000000004,0.4824322752490748,4058.0,1955.9560000000001,0.0004322752490747428,0.0004322752490747428
Talon,Viktor,0.5057,0.5052681753285466,1226.0,619.9882,-0.00043182467145341796,0.00043182467145341796
Anivia,Galio,0.5041,0.5036706560724796,861.0,434.0301,-0.00042934392752036477,0.00042934392752036477
Lissandra,Xerath,0.48919999999999997,0.4896289014672185,2412.0,1179.9504,0.0004289014672185232,0.0004289014672185232
Viktor,Talon,0.4943,0.494727903835334,1226.0,606.0118,0.0004279038353339759,0.0004279038353339759
Galio,Anivia,0.4959,0.49632393390806756,861.0,426.9699,0.00042393390806755304,0.00042393390806755304
Nasus,Yone,0.4982999999999999,0.49872379869785544,295.0,146.99849999999998,0.0004237986978555264,0.0004237986978555264
Lissandra,Zed,0.5175,0.5170784993952989,4058.0,2100.015,-0.00042150060470103057,0.00042150060470103057
Viktor,LeBlanc,0.5113,0.5108809842714217,2603.0,1330.9139,-0.00041901572857827585,0.00041901572857827585
LeBlanc,Viktor,0.48869999999999997,0.4891170922995386,2603.0,1272.0861,0.0004170922995386239,0.0004170922995386239
Xerath,Lissandra,0.5104,0.5099849524226324,2412.0,1231.0847999999999,-0.0004150475773675444,0.0004150475773675444
Hwei,Veigar,0.5056,0.505185714643338,1258.0,636.0448,-0.000414285356662103,0.000414285356662103
Zed,Vex,0.4915,0.49191356783096774,1949.0,957.9335,0.00041356783096774263,0.00041356783096774263
Kassadin,Aurelion Sol,0.5034000000000001,0.5029877262161888,731.0,367.9854,-0.0004122737838112567,0.0004122737838112567
Veigar,Hwei,0.4944,0.49481045691137915,1258.0,621.9552,0.0004104569113791423,0.0004104569113791423
Katarina,Cassiopeia,0.5034000000000001,0.5029897011804226,735.0,369.999,-0.0004102988195774371,0.0004102988195774371
Viktor,Lissandra,0.5131,0.5126901968422269,3103.0,1592.1493,-0.00040980315777305876,0.00040980315777305876
Vladimir,Xerath,0.5047,0.5042911768907032,1056.0,532.9632,-0.00040882310929679644,0.00040882310929679644
Lissandra,Viktor,0.4869,0.48730817998303244,3103.0,1510.8507,0.00040817998303244174,0.00040817998303244174
Naafiri,Twisted Fate,0.5034000000000001,0.5029926284014898,741.0,373.0194000000001,-0.0004073715985102311,0.0004073715985102311
Aurelion Sol,Kassadin,0.4966,0.49700601743159195,731.0,363.0146,0.00040601743159196513,0.00040601743159196513
Xerath,Vladimir,0.49529999999999996,0.49570432567963046,1056.0,523.0368,0.0004043256796305017,0.0004043256796305017
Cassiopeia,Katarina,0.4966,0.4970040724379077,735.0,365.001,0.00040407243790768765,0.00040407243790768765
Twisted Fate,Naafiri,0.4966,0.49700118963811285,741.0,367.9806,0.00040118963811286434,0.00040118963811286434
Ekko,Diana,0.5042,0.5037998110659592,956.0,482.0152,-0.0004001889340408127,0.0004001889340408127
Aurora,Xerath,0.4929,0.4932974160031758,1680.0,828.072,0.00039741600317577674,0.00039741600317577674
Diana,Ekko,0.49579999999999996,0.49619526561141364,956.0,473.98479999999995,0.00039526561141367544,0.00039526561141367544
Vex,Zed,0.508,0.5076082969671317,1949.0,990.092,-0.0003917030328682847,0.0003917030328682847
Ekko,Anivia,0.5036,0.5032084238505972,826.0,415.97360000000003,-0.00039157614940288354,0.00039157614940288354
Xerath,Malzahar,0.5152,0.5148132589498737,3837.0,1976.8224,-0.00038674105012626026,0.00038674105012626026
Anivia,Ekko,0.4964,0.4967859616475734,826.0,410.0264,0.00038596164757337403,0.00038596164757337403
Malzahar,Xerath,0.48479999999999995,0.4851854204941968,3837.0,1860.1775999999998,0.0003854204941968198,0.0003854204941968198
Viktor,Hwei,0.5099,0.509515122328675,2479.0,1264.0421000000001,-0.0003848776713250013,0.0003848776713250013
Hwei,Viktor,0.4900999999999999,0.49048286176256406,2479.0,1214.9578999999999,0.00038286176256413507,0.00038286176256413507
Ekko,Lux,0.5041,0.5037200741120192,986.0,497.0426,-0.00037992588798074767,0.00037992588798074767
Akali,Aurelion Sol,0.5055,0.5051238260623914,1369.0,692.0295,-0.00037617393760858153,0.00037617393760858153
Ekko,Katarina,0.5069,0.5065239959205499,1742.0,883.0198,-0.000376004079450154,0.000376004079450154
Vex,Diana,0.5043,0.5039241533324524,1051.0,530.0192999999999,-0.00037584666754753027,0.00037584666754753027
Lux,Ekko,0.4959,0.4962751385687411,986.0,488.9574,0.00037513856874110685,0.00037513856874110685
Vex,Orianna,0.5043,0.5039261024076515,1057.0,533.0450999999999,-0.0003738975923485155,0.0003738975923485155
Katarina,Ekko,0.49310000000000004,0.49347318158830233,1742.0,858.9802000000001,0.000373181588302296,0.000373181588302296
Aurelion Sol,Akali,0.4945,0.49487263477580185,1369.0,676.9705,0.00037263477580185,0.00037263477580185
Diana,Vex,0.4957000000000001,0.4960713297008279,1051.0,520.9807000000001,0.000371329700827816,0.000371329700827816
