champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Vex,vex,mid,16.10,master_plus,52.63,304,304,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=vex,2026-06-08
Ahri,ahri,Aurelion Sol,aurelionsol,mid,16.10,master_plus,51.05,286,286,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=aurelionsol,2026-06-08
Ahri,ahri,Naafiri,naafiri,mid,16.10,master_plus,50.88,285,285,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=naafiri,2026-06-08
Ahri,ahri,Azir,azir,mid,16.10,master_plus,61.35,251,251,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=azir,2026-06-08
Ahri,ahri,Xin Zhao,xinzhao,mid,16.10,master_plus,44.88,205,205,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=xinzhao,2026-06-08
Ahri,ahri,Vel'Koz,velkoz,mid,16.10,master_plus,50.52,194,194,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=velkoz,2026-06-08
Ahri,ahri,Brand,brand,mid,16.10,master_plus,55.91,186,186,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=brand,2026-06-08
Ahri,ahri,Jayce,jayce,mid,16.10,master_plus,47.03,185,185,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=jayce,2026-06-08
Ahri,ahri,Kayle,kayle,mid,16.10,master_plus,53.93,178,178,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=kayle,2026-06-08
Ahri,ahri,Riven,riven,mid,16.10,master_plus,52.6,173,173,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=riven,2026-06-08
Ahri,ahri,Nunu & Willump,nunuandwillump,mid,16.10,master_plus,53.79,132,132,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=nunu,2026-06-08
Ahri,ahri,Swain,swain,mid,16.10,master_plus,48.76,121,121,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=swain,2026-06-08
Ahri,ahri,Sion,sion,mid,16.10,master_plus,61.67,120,120,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=sion,2026-06-08
Ahri,ahri,Singed,singed,mid,16.10,master_plus,50.0,94,94,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=singed,2026-06-08
Ahri,ahri,Pantheon,pantheon,mid,16.10,master_plus,50.0,94,94,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=pantheon,2026-06-08
Ahri,ahri,Ziggs,ziggs,mid,16.10,master_plus,52.69,93,93,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ziggs,2026-06-08
