champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Cho'Gath,chogath,mid,16.07,plat_plus,55.01,469,469,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=chogath,2026-04-07
Xerath,xerath,Viktor,viktor,mid,16.07,plat_plus,53.78,5420,5420,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=viktor,2026-04-07
Xerath,xerath,Ahri,ahri,mid,16.07,plat_plus,49.72,5231,5231,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=ahri,2026-04-07
Xerath,xerath,Mel,mel,mid,16.07,plat_plus,56.76,4965,4965,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=mel,2026-04-07
Xerath,xerath,Malzahar,malzahar,mid,16.07,plat_plus,51.52,3837,3837,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=malzahar,2026-04-07
Xerath,xerath,Yasuo,yasuo,mid,16.07,plat_plus,51.67,3211,3211,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=yasuo,2026-04-07
Xerath,xerath,Syndra,syndra,mid,16.07,plat_plus,55.13,2942,2942,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=syndra,2026-04-07
Xerath,xerath,Zed,zed,mid,16.07,plat_plus,51.59,2917,2917,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=zed,2026-04-07
Xerath,xerath,Sylas,sylas,mid,16.07,plat_plus,50.73,2793,2793,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=sylas,2026-04-07
Xerath,xerath,Lux,lux,mid,16.07,plat_plus,52.33,2658,2658,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=lux,2026-04-07
Xerath,xerath,Fizz,fizz,mid,16.07,plat_plus,47.61,2619,2619,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=fizz,2026-04-07
Xerath,xerath,Veigar,veigar,mid,16.07,plat_plus,52.49,2547,2547,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=veigar,2026-04-07
Xerath,xerath,Katarina,katarina,mid,16.07,plat_plus,48.81,2487,2487,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=katarina,2026-04-07
Xerath,xerath,Akali,akali,mid,16.07,plat_plus,48.61,2479,2479,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=akali,2026-04-07
Xerath,xerath,Lissandra,lissandra,mid,16.07,plat_plus,51.04,2412,2412,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=lissandra,2026-04-07
Xerath,xerath,Twisted Fate,twistedfate,mid,16.07,plat_plus,53.11,2269,2269,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=twistedfate,2026-04-07
Xerath,xerath,Orianna,orianna,mid,16.07,plat_plus,53.95,2256,2256,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=orianna,2026-04-07
Xerath,xerath,Hwei,hwei,mid,16.07,plat_plus,53.36,2185,2185,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=hwei,2026-04-07
Xerath,xerath,LeBlanc,leblanc,mid,16.07,plat_plus,49.49,2142,2142,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=leblanc,2026-04-07
Xerath,xerath,Yone,yone,mid,16.07,plat_plus,50.28,2108,2108,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=yone,2026-04-07
Xerath,xerath,Anivia,anivia,mid,16.07,plat_plus,52.19,2073,2073,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=anivia,2026-04-07
Xerath,xerath,Aurora,aurora,mid,16.07,plat_plus,50.65,1680,1680,,https://op.gg/lol/champions/xerath/counters/mid?region=global&tier=platinum_plus&type=ranked&patch=16.07&target_champion=aurora,2026-04-07
